user_id,session_id,auth_type,key,x,y,pressure,timestamp
genuine,1771628241412,pattern,swipe,107,334,1,1771628241454
genuine,1771628241412,pattern,swipe,128,336,1,1771628241472
genuine,1771628241412,pattern,swipe,143,334,1,1771628241488
genuine,1771628241412,pattern,swipe,172,330,1,1771628241505
genuine,1771628241412,pattern,swipe,220,325,1,1771628241522
genuine,1771628241412,pattern,swipe,255,322,1,1771628241539
genuine,1771628241412,pattern,swipe,282,321,1,1771628241555
genuine,1771628241412,pattern,swipe,299,321,1,1771628241571
genuine,1771628241412,pattern,swipe,306,325,1,1771628241587
genuine,1771628241412,pattern,swipe,310,328,1,1771628241603
genuine,1771628241412,pattern,swipe,311,330,1,1771628241620
genuine,1771628241412,pattern,swipe,313,334,1,1771628241637
genuine,1771628241412,pattern,swipe,314,341,1,1771628241653
genuine,1771628241412,pattern,swipe,314,351,1,1771628241670
genuine,1771628241412,pattern,swipe,309,368,1,1771628241687
genuine,1771628241412,pattern,swipe,302,391,1,1771628241705
genuine,1771628241412,pattern,swipe,293,423,1,1771628241721
genuine,1771628241412,pattern,swipe,289,446,1,1771628241738
genuine,1771628241412,pattern,swipe,287,465,1,1771628241753
genuine,1771628241412,pattern,swipe,286,480,1,1771628241771
genuine,1771628241412,pattern,swipe,284,497,1,1771628241804
genuine,1771628241412,pattern,swipe,284,490,1,1771628241786
genuine,1771628241412,pattern,swipe,284,500,1,1771628241820
genuine,1771628241412,pattern,swipe,284,500,1,1771628241894
genuine,1771628242850,pattern,swipe,99,338,1,1771628242851
genuine,1771628242850,pattern,swipe,100,338,1,1771628242869
genuine,1771628242850,pattern,swipe,107,336,1,1771628242879
genuine,1771628242850,pattern,swipe,113,334,1,1771628242885
genuine,1771628242850,pattern,swipe,132,327,1,1771628242903
genuine,1771628242850,pattern,swipe,159,319,1,1771628242919
genuine,1771628242850,pattern,swipe,191,313,1,1771628242937
genuine,1771628242850,pattern,swipe,226,308,1,1771628242952
genuine,1771628242850,pattern,swipe,260,305,1,1771628242968
genuine,1771628242850,pattern,swipe,292,306,1,1771628242986
genuine,1771628242850,pattern,swipe,306,312,1,1771628243002
genuine,1771628242850,pattern,swipe,313,319,1,1771628243018
genuine,1771628242850,pattern,swipe,319,327,1,1771628243035
genuine,1771628242850,pattern,swipe,322,335,1,1771628243052
genuine,1771628242850,pattern,swipe,324,338,1,1771628243069
genuine,1771628242850,pattern,swipe,324,345,1,1771628243085
genuine,1771628242850,pattern,swipe,321,359,1,1771628243102
genuine,1771628242850,pattern,swipe,314,379,1,1771628243118
genuine,1771628242850,pattern,swipe,306,402,1,1771628243135
genuine,1771628242850,pattern,swipe,299,427,1,1771628243152
genuine,1771628242850,pattern,swipe,292,458,1,1771628243168
genuine,1771628242850,pattern,swipe,289,476,1,1771628243186
genuine,1771628242850,pattern,swipe,287,485,1,1771628243201
genuine,1771628242850,pattern,swipe,286,498,1,1771628243218
genuine,1771628242850,pattern,swipe,286,504,1,1771628243235
genuine,1771628242850,pattern,swipe,285,508,1,1771628243251
genuine,1771628242850,pattern,swipe,284,509,1,1771628243268
genuine,1771628242850,pattern,swipe,284,509,1,1771628243316
genuine,1771628244345,pattern,swipe,103,329,1,1771628244346
genuine,1771628244345,pattern,swipe,104,329,1,1771628244367
genuine,1771628244345,pattern,swipe,111,329,1,1771628244383
genuine,1771628244345,pattern,swipe,117,328,1,1771628244388
genuine,1771628244345,pattern,swipe,129,327,1,1771628244400
genuine,1771628244345,pattern,swipe,150,322,1,1771628244417
genuine,1771628244345,pattern,swipe,175,317,1,1771628244435
genuine,1771628244345,pattern,swipe,202,313,1,1771628244450
genuine,1771628244345,pattern,swipe,228,311,1,1771628244467
genuine,1771628244345,pattern,swipe,253,310,1,1771628244483
genuine,1771628244345,pattern,swipe,273,310,1,1771628244501
genuine,1771628244345,pattern,swipe,292,313,1,1771628244518
genuine,1771628244345,pattern,swipe,299,315,1,1771628244533
genuine,1771628244345,pattern,swipe,308,321,1,1771628244550
genuine,1771628244345,pattern,swipe,310,324,1,1771628244566
genuine,1771628244345,pattern,swipe,311,327,1,1771628244584
genuine,1771628244345,pattern,swipe,312,333,1,1771628244600
genuine,1771628244345,pattern,swipe,313,341,1,1771628244616
genuine,1771628244345,pattern,swipe,311,355,1,1771628244636
genuine,1771628244345,pattern,swipe,306,372,1,1771628244650
genuine,1771628244345,pattern,swipe,299,396,1,1771628244666
genuine,1771628244345,pattern,swipe,290,422,1,1771628244683
genuine,1771628244345,pattern,swipe,283,448,1,1771628244700
genuine,1771628244345,pattern,swipe,279,468,1,1771628244716
genuine,1771628244345,pattern,swipe,278,481,1,1771628244733
genuine,1771628244345,pattern,swipe,278,493,1,1771628244750
genuine,1771628244345,pattern,swipe,279,498,1,1771628244766
genuine,1771628244345,pattern,swipe,279,502,1,1771628244783
genuine,1771628244345,pattern,swipe,279,503,1,1771628244833
genuine,1771628244345,pattern,swipe,279,503,1,1771628244854
genuine,1771628244345,pattern,swipe,279,503,1,1771628244869
genuine,1771628244345,pattern,swipe,279,503,1,1771628244881
genuine,1771628245852,pattern,swipe,107,338,1,1771628245854
genuine,1771628245852,pattern,swipe,107,338,1,1771628245883
genuine,1771628245852,pattern,swipe,115,338,1,1771628245888
genuine,1771628245852,pattern,swipe,128,338,1,1771628245898
